explicit_doi,bibref,retrieved_local_doi,retrieved_remote_doi,manual_doi
10.1038/nrd842,"Atkins, JH, Gershell, LJ. Selective anticancer drugs. Nat Rev Drug Discov 2002; 1: 491–2. PMID: 12120255",10.1038/nrd842,10.1038/nrd842,10.1038/nrd842
10.1038/nrd4504,"Asghar, U, Witkiewicz, AK, Turner, NC, Knudsen, ES. The history and future of targeting cyclin-dependent kinases in cancer therapy. Nat Rev Drug Discov 2015; 14: 130–46. PMID: 25633797",10.1038/nrd4504,10.1038/nrd4504,10.1038/nrd4504
,"Wang, J, Urbán, L. The impact of early ADME profiling on drug discovery and development strategy. DDW Drug Discov World 2004; 5: 73–86.",10.1002/9780470921920.edm021,10.1002/9780470921920.edm021,???
10.1016/s1359-6446(01)01712-3,"Li, AP. Screening for human ADME/Tox drug properties in drug discovery. Drug Discov Today 2001; 6: 357–66. PMID: 11267922",10.1016/s1359-6446(01)01712-3,10.1016/s1359-6446(01)01712-3,10.1016/s1359-6446(01)01712-3
10.2174/156802611794480927,"Gleeson, MP, Hersey, A, Hannongbua, S. In-silico ADME models: a general assessment of their utility in drug discovery applications. Curr Top Med Chem 2011; 11: 358–81. PMID: 21320065",10.2174/156802611794480927,10.2174/156802611794480927,10.2174/156802611794480927
10.2174/1389200218666170316094104,"Yan, G, Wang, X, Chen, Z, et al. In-silico ADME studies for new drug discovery: from chemical compounds to Chinese herbal medicines. Curr Drug Metab 2017; 18: 535–9. PMID: 28302029",10.2174/1389200218666170316094104,10.2174/1389200218666170316094104,10.2174/1389200218666170316094104
10.1016/s0140-6736(18)32203-7,"GBD 2017 Causes of Death Collaborators Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980-2017: a systematic analysis for the Global Burden of Disease Study 2017. Lancet. 2018 10; 392(10159): 1736–8. PMID: 30496103",10.3410/f.725286838.793544011,10.1097/01.ogx.0000511935.64476.66,10.1016/s0140-6736(18)32203-7
10.1002/ccd.1810160103,"Campeau, L. Percutaneous radial artery approach for coronary angiography. Cathet Cardiovasc Diagn. 1989 janv; 16(1): 3–7. PMID: 2912567",10.1002/ccd.1810160103,10.1002/ccd.1810160103,10.1002/ccd.1810160103
10.1016/s0140-6736(11)60404-2,"Jolly, SS, Yusuf, S, Cairns, J, et al. Radial versus femoral access for coronary angiography and intervention in patients with acute coronary syndromes (RIVAL): a randomised, parallel group, multicentre trial. Lancet. 2011 avr 23; 377(9775): 1409–1420. PMID: 21470671",10.1016/j.ycar.2012.01.034,10.1016/s0140-6736(11)60404-2,???
,"Babunashvili, A, Dundua, D. Recanalization and reuse of early occluded radial artery within 6 days after previous transradial diagnostic procedure. Catheterization Cardiovasc Interventions. 2011; 77(4): 530–536.",10.1002/ccd.22846,10.1002/ccd.22846,10.1002/ccd.22846
,"Kiemeneij, F. Left distal transradial access in the anatomical snuffbox for coronary angiography (ldTRA) and interventions (ldTRI) [Internet]. EuroIntervention. [ citéd 2019 10 12]. Disponible sur: https://eurointervention.pcronline.com/article/left-distal-transradial-access-in-the-anatomical-snuffbox-for-coronary-angiography-ldtra-and-interventions-ldtri",10.4244/eij-d-17-00079,10.4244/eij-d-17-00079,10.4244/eij-d-17-00079
,"Vefalı V, Sarıçam E. The Comparison of Traditional Radial Access and Novel Distal Radial Access for Cardiac Catheterization. Cardiovasc Revasc Med. 2020 Apr;21(4):496–500.",10.1016/j.carrev.2019.07.001,10.1016/j.carrev.2019.07.001,10.1016/j.carrev.2019.07.001
,"Koutouzis, M, Kontopodis, E, Tassopoulos, A, et al. Distal versus traditional radial approach for coronary angiography. Cardiovasc Revascularization Med. 2019 août 1; 20(8): 678–680.",10.1016/j.carrev.2018.09.018,10.1016/j.carrev.2018.09.018,10.1016/j.carrev.2018.09.018
10.1016/j.carrev.2020.03.020.,"Hamandi, M, Saad, M, Hasan, R, et al. Distal versus conventional transradial artery access for coronary angiography and intervention: A meta-analysis. Cardiovasc Revasc Med. 2020 Mars 14 DOI: DOI: 10.1016/j.carrev.2020.03.020.",10.1016/j.carrev.2020.03.020,10.1016/j.carrev.2020.03.020,10.1016/j.carrev.2020.03.020
,"Amin, MR, Singha, CK, Banerjee, SK, et al. Comparison of distal transradial in the anatomical snuffbox versus conventional transradial access for coronary angiography and intervention-an experience in 100 cases. Univ Heart J. 2017; 13(2): 40–45.",10.3329/uhj.v13i2.37657,10.3329/uhj.v13i2.37657,10.3329/uhj.v13i2.37657
,"Gajurel, RM, Sahi, R, Shrestha, H, et al. Initial experience on anatomical snuff box approach for coronary angiogram & percutaneous coronary intervention in a tertiary care center Nepal. World J Cardiovasc Dis. 2018 déc 28; 08(12): 578.",10.4236/wjcd.2018.812057,10.4236/wjcd.2018.812057,10.4236/wjcd.2018.812057
10.7759/cureus.7201,"Nairoukh, Z, Jahangir, S, Adjepong, D, et al. Distal radial artery access: the future of cardiovascular intervention. Cureus. 2020 3 7; 12(3): e7201. PMID: 32269880",10.7759/cureus.7201,10.7759/cureus.7201,10.7759/cureus.7201
,"Coomes, EA, Haghbayan, H, Cheema, AN. Distal transradial access for cardiac catheterization: a systematic scoping review. Catheterization Cardiovasc Interventions. citéd 2020 janv 30.",10.1002/ccd.28623,10.1002/ccd.28623,10.1002/ccd.28623
10.4244/eij-d-18-00635,"Lee, J-W, Park, SW, Son, J-W, et al. Real-world experience of the left distal transradial approach for coronary angiography and percutaneous coronary intervention: a prospective observational study (LeDRA). EuroIntervention. 2018 10 12; 14(9): e995–1003. PMID: 30222122",10.4244/eij-d-18-00635,10.4244/eij-d-18-00635,10.4244/eij-d-18-00635
10.1111/joic.12559,"Coughlan, JJ, Zebrauskaite, A, Arnous, S, et al. Left distal trans-radial access facilitates earlier discharge post-coronary angiography. J Interv Cardiol. 2018 déc; 31(6): 964–968. PMID: 30187577",10.1111/joic.12559,10.1111/joic.12559,10.1111/joic.12559
10.5114/aic.2019.83771,"Wretowski, D, Krakowian, M, Łabyk, A, et al. Very distal transradial approach (VITRO) for coronary interventions. Postepy Kardiol Interwencyjnej. 2019; 15(1): 42–45. PMID: 31043983",10.5114/aic.2019.83771,10.5114/aic.2019.83771,10.5114/aic.2019.83771
,"Kühn, AL, de Macedo Rodrigues, K, Singh, J, et al. Distal radial access in the anatomical snuffbox for neurointerventions: a feasibility, safety, and proof-of-concept study. J Neurointerv Surg. 2020 janv 8; 12(8): 798–801.",10.1136/neurintsurg-2019-015604,10.1136/neurintsurg-2019-015604,10.1136/neurintsurg-2019-015604
,"Hamon, M, Pristipino, C, Mario, CD, et al. Consensus document on the radial approach in percutaneous cardiovascular interventions: position paper by the European association of percutaneous cardiovascular interventions and working groups on acute cardiac care** and thrombosis of the European society of cardiology [Internet]. EuroIntervention. [ citéd 2019 11 5]. Disponible sur: https://eurointervention.pcronline.com/article/consensus-document-on-the-radial-approach-in-percutaneous-cardiovascular-interventions-position-paper-by-the-european-association-of-percutaneous-cardiovascular-interventions-and-working-groups-on-acute-cardiac-care-and-thrombosis-of-the-european-society-of-cardiology",10.4244/eijv8i11a192,10.4244/eijv8i11a192,10.4244/eijv8i11a192
10.1016/j.jcin.2011.08.011,"Uhlemann, M, Möbius-Winkler, S, Mende, M, et al. The leipzig prospective vascular ultrasound registry in radial artery catheterization: impact of sheath size on vascular complications. JACC Cardiovasc Interv. 2012 1 1; 5(1): 36–43. PMID: 22230148",10.1016/j.jcin.2011.08.011,10.1016/j.jcin.2011.08.011,10.1016/j.jcin.2011.08.011
10.1016/s0002-9149(98)00821-2,"Nagai, S, Abe, S, Sato, T, et al. Ultrasonic assessment of vascular complications in coronary angiography and angioplasty after transradial approach. Am J Cardiol. 1999 janv 15; 83(2): 180–186. PMID: 10073818",10.1016/s0002-9149(98)00821-2,10.1016/s0002-9149(98)00821-2,10.1016/s0002-9149(98)00821-2
,"Kaledin A, Kochanov IN, Podmetin PS, Seletsky SS, Ardeev VN. Distal radial artery in endovascular interventions; 2017.",10.1093/eurheartj/ehz746.0687,10.1177/1526602820963022,10.13140/RG.2.2.13406.33600
,"Mizuguchi, Y, Izumikawa, T, Hashimoto, S, et al. Efficacy and safety of the distal transradial approach in coronary angiography and percutaneous coronary intervention: a Japanese multicenter experience. Cardiovasc Interv Ther. 2019; 24.",10.1007/s12928-019-00590-0,10.1007/s12928-019-00590-0,10.1007/s12928-019-00590-0
,"Amin, MR, Banerjee, SK, Biswas, E, et al. Feasibility and safety of distal transradial access in the anatomical snuffbox for coronary angiography and intervention. Mymensingh Med J. 2019 juill; 28(3): 647–654. PMID: 31391439",10.3329/uhj.v13i2.37657,10.3329/uhj.v13i2.37657,???
,"Okuyan, H, Hzal, F, Taçoy, G, et al. Angiographic evaluation of the radial artery diameter in patients who underwent coronary angiography or coronary intervention. J Invasive Cardiol. 2013 juill; 25(7): 353–357. PMID: 23813065",10.1016/j.jacc.2013.08.666,10.1016/j.jacc.2013.08.666,10.1016/j.jacc.2013.08.666
,"Naito, T, Sawaoka, T, Sasaki, K, et al. Evaluation of the diameter of the distal radial artery at the anatomical snuff box using ultrasound in Japanese patients. Cardiovasc Interventions Ther [Internet] 2019 janv 7 [ citéd août 21]; Disponible sur; 34: 312–316.",10.1007/s12928-018-00567-5,10.1007/s12928-018-00567-5,10.1007/s12928-018-00567-5
,"Davis, BJ, Roughley, SD. Fragment-based lead discovery. Annu Rep Med Chem 2017; 50: 371–439.",10.1016/bs.armc.2017.07.002,10.1016/bs.armc.2017.07.002,10.1016/bs.armc.2017.07.002
10.1038/nchem.217,"Murray, CW, Rees, DC. The rise of fragment-based drug discovery. Nat Chem 2009; 1: 187–92. PMID: 21378847",10.1038/nchem.217,10.1038/nchem.217,10.1038/nchem.217
10.1007/s10858-013-9740-z,"Harner, MJ, Frank, AO, Fesik, SW. Fragment-based drug discovery using NMR spectroscopy. J Biomol NMR 2013; 56: 65–75. PMID: 23686385",10.1007/s10858-013-9740-z,10.1007/s10858-013-9740-z,10.1007/s10858-013-9740-z
,"Ma, R, Wang, P, Wu, J, Ruan, K. Process of fragment-based lead discovery –a perspective from NMR. Molecules 2016; 21: 854.",10.3390/molecules21070854,10.3390/molecules21070854,10.3390/molecules21070854
10.1021/jm200558u,"Verdonk, ML, Giangreco, I, Hall, RJ, et al. Docking performance of fragments and druglike compounds. J Med Chem 2011; 54: 5422–31. PMID: 21692478",10.1021/jm200558u,10.1021/jm200558u,10.1021/jm200558u
10.2174/156802612804547371,"Mortier, J, Rakers, C, Frederick, R, Wolber, G. Computational tools for in silico fragment-based drug design. Curr Top Med Chem 2012; 12: 1935–43. PMID: 23116473",10.2174/156802612804547371,10.2174/156802612804547371,10.2174/156802612804547371
10.1111/j.1582-4934.2008.00665.x,"Zoete, V, Grosdidier, A, Michielin, O. Docking, virtual high throughput screening and in silico fragment-based drug design. J Cell Mol Med 2009; 13: 238–48. PMID: 19183238",10.1111/j.1582-4934.2008.00665.x,10.1111/j.1582-4934.2008.00665.x,10.1111/j.1582-4934.2008.00665.x
10.1021/jm00067a013,"Caflisch, A, Miranker, A, Karplus, M. Multiple copy simultaneous search and construction of ligands in binding sites: application to inhibitors of HIV-1 aspartic proteinase. J Med Chem 1993; 36: 2142–67. PMID: 8340918",10.1021/jm00067a013,10.1021/jm00067a013,10.1021/jm00067a013
10.1021/acs.jcim.7b00625,"Martinez-Rosell, G, Harvey, MJ, De Fabritiis, G. Molecular-simulation-driven fragment screening for the discovery of new CXCL12 inhibitors. J Chem Inf Model 2018; 58: 683–91. PMID: 29481075",10.1021/acs.jcim.7b00625,10.1021/acs.jcim.7b00625,10.1021/acs.jcim.7b00625
10.1021/acs.jctc.9b00069,"Linker, SM, Magarkar, A, Köfinger, J, et al. Fragment binding pose predictions using unbiased simulations and Markov-state models. J Chem Theory Comput 2019; 15: 4974–81. PMID: 31402652",10.1021/acs.jctc.9b00069,10.1021/acs.jctc.9b00069,10.1021/acs.jctc.9b00069
10.1021/ci400766b,"Sabbadin, D, Moro, S. Supervised molecular dynamics (SuMD) as a helpful tool to depict GPCR-ligand recognition pathway in a nanosecond time scale. J Chem Inf Model 2014; 54: 372–6. PMID: 24456045",10.1021/ci400766b,10.1021/ci400766b,10.1021/ci400766b
10.1021/acs.jcim.5b00702,"Cuzzolin, A, Sturlese, M, Deganutti, G, et al. Deciphering the complexity of ligand-protein recognition pathways using supervised molecular dynamics (SuMD) simulations. J Chem Inf Model 2016; 56: 687–705. PMID: 27019343",10.1021/acs.jcim.5b00702,10.1021/acs.jcim.5b00702,10.1021/acs.jcim.5b00702
10.1016/j.str.2017.02.009,"Salmaso, V, Sturlese, M, Cuzzolin, A, Moro, S. Exploring protein-peptide recognition pathways using a supervised molecular dynamics approach. Structure 2017; 25: 655–62.e2. PMID: 28319010",10.1016/j.str.2017.02.009,10.1016/j.str.2017.02.009,10.1016/j.str.2017.02.009
10.1038/nature03579,"Oltersdorf, T, Elmore, SW, Shoemaker, AR, et al. An inhibitor of Bcl-2 family proteins induces regression of solid tumours. Nature 2005; 435: 677–81. PMID: 15902208",10.3410/f.1026512.327607,10.1038/nature03579,10.1038/nature03579
10.1038/nrd.2016.253,"Ashkenazi, A, Fairbrother, WJ, Leverson, JD, Souers, AJ. From basic apoptosis discoveries to advanced selective BCL-2 family inhibitors. Nat Rev Drug Discov 2017; 16: 273–84. PMID: 28209992",10.1038/nrd.2016.253,10.1038/nrd.2016.253,10.1038/nrd.2016.253
10.1016/j.compbiolchem.2018.08.007,"Maity, A, Majumdar, S, Ghosh Dastidar, S. Flexibility enables to discriminate between ligands: Lessons from structural ensembles of Bcl-xl and Mcl-1. Comput Biol Chem 2018; 77: 17–27. PMID: 30195235",10.1016/j.compbiolchem.2018.08.007,10.1016/j.compbiolchem.2018.08.007,10.1016/j.compbiolchem.2018.08.007
10.1371/journal.pone.0064400,"Aguirre, C, ten Brink, T, Walker, O, et al. BcL-xL conformational changes upon fragment binding revealed by NMR. PLoS One 2013; 8: e64400. PMID: 23717610",10.1371/journal.pone.0064400,10.1371/journal.pone.0064400,10.1371/journal.pone.0064400
10.1016/b978-0-12-381274-2.00003-0,"Böttcher, J, Jestel, A, Kiefersauer, R, et al. Key factors for successful generation of protein-fragment structures: requirement on protein, crystals, and technology. Methods Enzymol 2011; 493: 61–89. PMID: 21371587",10.1016/b978-0-12-381274-2.00003-0,10.1016/b978-0-12-381274-2.00003-0,10.1016/b978-0-12-381274-2.00003-0
10.1038/381335a0,"Muchmore, SW, Sattler, M, Liang, H, et al. X-ray and NMR structure of human Bcl-xL, an inhibitor of programmed cell death. Nature 1996; 381: 335–41. PMID: 8692274",10.1038/381335a0,10.1038/381335a0,10.1038/381335a0
,"Molecular Operating Environment (MOE), 2019.01; Chemical Computing Group ULC, 1010 Sherbooke St. West, Suite #910, Montreal, QC, Canada, H3A 2R7, 2020.",10.1162/comj.2001.25.1.95a,10.3866/pku.whxb201903057,???
,"Case, DA, Babin, V, Berryman, J, et al. Amber 14. Univ California, San Fr. n.d.",10.3103/s0027132220020084,10.21236/ada482672,???
10.1002/jcc.20035,"Wang, J, Wolf, RM, Caldwell, JW, Kollman, PA, et al. Development and testing of a general amber force field. J Comput Chem 2004; 25: 1157–74. PMID: 15116359",10.1002/jcc.20035,10.1002/jcc.20035,10.1002/jcc.20035
10.1093/nar/28.1.235,"Berman, HM, Westbrook, J, Feng, Z, et al. The protein data bank. Nucleic Acids Res 2000; 28: 235–42. PMID: 10592235",10.1093/nar/28.1.235,10.2210/rcsb_pdb/pdb-cit-anal-2017,10.1093/nar/28.1.235
10.1110/ps.9.12.2528,"Petros, AM, Nettesheim, DG, Wang, Y, et al. Rationale for Bcl-xL/Bad peptide complex formation from structure, mutagenesis, and biophysical studies. Protein Sci 2000; 9: 2528–34. PMID: 11206074",10.1017/s096183680000331x,10.1110/ps.9.12.2528,10.1017/s096183680000331x
,"Labute, P. Protonate 3D: assignment of macromolecular protonation state and geometry. Chem Comput Gr. 2007: 1–17.",10.1186/1752-153x-2-s1-s13,10.1186/1752-153x-2-s1-s13,10.1002/prot.22234
,"Case, D, Babin, V, Berryman, J, et al. Amber14, version AMBER14. San Francisco: University of California. 2014 Available from: http://ambermd.org/ [last accessed Oct 2015].",10.1021/acs.langmuir.9b01367.s001,10.1108/09504120710719644,10.13140/RG.2.2.17892.37766
10.1016/j.jmgm.2005.12.005,"Wang, J, Wang, W, Kollman, PA, Case, DA. Automatic atom type and bond type perception in molecular mechanical calculations. J Mol Graph Model 2006; 25: 247–60. PMID: 16458552",10.1016/j.jmgm.2005.12.005,10.1016/j.jmgm.2005.12.005,10.1016/j.jmgm.2005.12.005
,"Jakalian, A, Bush, BL, Jack, DB, Bayly, CI. Fast, efficient generation of high‐quality atomic charges. AM1‐BCC model: I. Method. J Comput Chem 2000; 21: 132–46.",10.1002/(sici)1096-987x(20000130)21:2<132::aid-jcc5>3.0.co;2-p,10.1002/(sici)1096-987x(20000130)21:2<132::aid-jcc5>3.0.co;2-p,10.1002/(sici)1096-987x(20000130)21:2<132::aid-jcc5>3.0.co;2-p
10.1002/jcc.10128,"Jakalian, A, Jack, DB, Bayly, CI. Fast, efficient generation of high-quality atomic charges. AM1-BCC model: II. Parameterization and validation. J Comput Chem 2002; 23: 1623–41. PMID: 12395429",10.1002/jcc.10128,10.1002/jcc.10128,10.1002/jcc.10128
,"Berendsen, HJC, Postma, JPM, van Gunsteren, WF, et al. Molecular dynamics with coupling to an external bath. J Chem Phys 1984; 81: 3684–90.",10.1063/1.448118,10.1063/1.448118,10.1063/1.448118
10.1093/bioinformatics/btr168,"Bakan, A, Meireles, LM, Bahar, I. ProDy: protein dynamics inferred from theory and experiments. Bioinformatics 2011; 27: 1575–7. PMID: 21471012",10.1093/bioinformatics/btr168,10.1093/bioinformatics/btr168,10.1093/bioinformatics/btr168
,"Ester, M, Kriegel, HP, Sander, J, Xu, X. A density-based algorithm for discovering clusters in large spatial databases with noise. In: Proceedings of the 2nd International Conference on Knowledge Discovery and Data Mining. Portland: AAAI press. 1996: 226–231.",10.1109/icde.1998.655795,10.1109/icde.1998.655795,10.1.1.121.9220
,"Pedregosa, F, Varoquaux, GG, Gramfort, A, Michel, V, et al. Scikit-learn: machine learning in Python. J Mach Learn Res 2011; 12: 2825–30.",10.3389/fninf.2014.00014,10.1002/9781119557500.ch5,10.5555/1953048.2078195
,"Humphrey, W, Dalke, A, Schulten, K. VMD: visual molecular dynamics. J Mol Graph 1996; 14: 3333–8.",10.1016/0263-7855(96)00018-5,10.1016/0263-7855(96)00018-5,10.1016/0263-7855(96)00018-5
,"Hunter, JD. Matplotlib: a 2D graphics environment. Comput Sci Eng 2007; 9: 90–5.",10.1109/mcse.2007.55,10.1109/mcse.2007.55,10.1109/MCSE.2007.55
10.1007/s10858-005-4425-x,"Schanda, P, Kupce, E, Brutscher, B. SOFAST-HMQC experiments for recording two-dimensional heteronuclear correlation spectra of proteins within a few seconds. J Biomol NMR 2005; 33: 199–211. PMID: 16341750",10.1007/s10858-005-4425-x,10.1007/s10858-005-4425-x,10.1007/s10858-005-4425-x
10.1021/acs.jproteome.6b00121,"Stark, JL, Eghbalnia, HR, Lee, W, et al. NMRmix: a tool for the optimization of compound mixtures in 1D (1)H NMR ligand affinity screens. J Proteome Res 2016; 15: 1360–8. PMID: 26965640",10.1021/acs.jproteome.6b00121,10.1021/acs.jproteome.6b00121.s001,10.1021/acs.jproteome.6b00121
10.1093/nar/gkm957,"Ulrich, EL, Akutsu, H, Doreleijers, JF, et al. BioMagResBank. Nucleic Acids Res 2008; 36: D402–8. PMID: 17984079",10.1093/nar/gkm957,10.1093/nar/gkm957,10.1093/nar/gkm957
10.1016/j.pnmrs.2013.02.001,"Williamson, MP. Using chemical shift perturbation to characterise ligand binding. Prog Nucl Magn Reson Spectrosc 2013; 73: 1–16. PMID: 23962882",10.1016/j.pnmrs.2014.05.001,10.1016/j.pnmrs.2014.05.001,10.1016/j.pnmrs.2014.05.001
,"Mayer, M, Meyer, B. Characterization of ligand binding by saturation transfer difference NMR spectroscopy. Angew Chem Int Ed 1999; 38: 1784–8.",10.1002/(sici)1521-3773(19990614)38:12<1784::aid-anie1784>3.0.co;2-q,10.1002/(sici)1521-3773(19990614)38:12<1784::aid-anie1784>3.0.co;2-q,10.1002/(sici)1521-3773(19990614)38:12<1784::aid-anie1784>3.0.co;2-q
10.1023/a:1013302231549,"Dalvit, C, Fogliatto, G, Stewart, A, et al. WaterLOGSY as a method for primary NMR screening: practical aspects and range of applicability. J Biomol NMR 2001; 21: 349–59. PMID: 11824754",10.1023/a:1013302231549,EXCEPTION: 'title',10.1023/a:1013302231549
,"Hwang, TL, Shaka, AJ. Water suppression that works. excitation sculpting using arbitrary wave-forms and pulsed-field gradients. J Magn Reson Ser A 1995; 112: 275–9.",10.1006/jmra.1995.1047,10.1006/jmra.1995.1047,10.1006/jmra.1995.1047
10.1093/bioinformatics/btu830,"Lee, W, Tonelli, M, Markley, JL. NMRFAM-SPARKY: enhanced software for biomolecular NMR spectroscopy. Bioinformatics 2015; 31: 1325–7. PMID: 25505092",10.1093/bioinformatics/btu830,10.1093/bioinformatics/btu830,10.1093/bioinformatics/btu830
,"Bienstock, RJ. Overview: fragment-based drug design In, Bienstock, RJ, ed. Library design, search methods, and applications of fragment-based drug design. Vol. 1076 ACS Symposium Series. Washington (DC): American Chemical Society; 2011: 1–26.",10.1021/bk-2011-1076.ch001,10.1021/bk-2011-1076.ch001,10.1021/bk-2011-1076.ch001
10.1021/jm100009z,"Barelier, S, Pons, J, Marcillat, O, et al. Fragment-based deconstruction of Bcl-xL inhibitors. J Med Chem 2010; 53: 2577–88. PMID: 20192224",10.1021/jm100009z,10.1021/jm100009z,10.1021/jm100009z
,"Ester, M, Kriegel, HP, Sander, J, Xu, X. A density-based algorithm for discovering clusters in large spatial databases with noise. KDD 1996; 96: 226–31.",10.1109/icde.1998.655795,10.1109/icde.1998.655795,???
10.1021/acs.jmedchem.8b01855,"Giordanetto, F, Jin, C, Willmore, L, et al. Fragment hits: what do they look like and how do they bind? J Med Chem 2019; 62: 3381–94. PMID: 30875465",10.1021/acs.jmedchem.8b01855,10.1021/acs.jmedchem.8b01855,10.1021/acs.jmedchem.8b01855
10.1021/ci200608b,"Ferenczy, GG, Keserű, GM. Thermodynamics of fragment binding. J Chem Inf Model 2012; 52: 1039–45. PMID: 22458364",10.1021/ci200608b,10.1021/ci200608b,10.1021/ci200608b
10.1023/a:1008354229396,"Dalvit, C, Pevarello, P, Tatò, M, et al. Identification of compounds with binding affinity to proteins via magnetization transfer from bulk water. J Biomol NMR 2000; 18: 65–8. PMID: 11061229",10.1023/a:1008354229396,EXCEPTION: 'title',10.1023/a:1008354229396
10.1016/j.pnmrs.2016.09.001,"Gossert, AD, Jahnke, W. NMR in drug discovery: a practical guide to identification and validation of ligands interacting with biological macromolecules. Prog Nucl Magn Reson Spectrosc 2016; 97: 82–125. PMID: 27888841",10.1016/j.pnmrs.2016.09.001,10.1016/j.pnmrs.2016.09.001,10.1016/j.pnmrs.2016.09.001
10.1021/jm0507532,"Petros, AM, Dinges, J, Augeri, DJ, et al. Discovery of a potent inhibitor of the antiapoptotic protein Bcl-xL from NMR and parallel synthesis. J Med Chem 2006; 49: 656–63. PMID: 16420051",10.1021/jm0507532.s001,10.1021/jm0507532.s001,10.1021/jm0507532
10.1074/jbc.m306021200,"Manion, MK, O'Neill, JW, Giedt, CD, et al. Bcl-XL mutations suppress cellular sensitivity to antimycin A. J Biol Chem 2004; 279: 2159–65. PMID: 14534311",10.1074/jbc.m306021200,10.1074/jbc.m306021200,10.1074/jbc.m306021200
10.1016/j.chembiol.2018.10.001,"Erlanson, DA, Davis, BJ, Jahnke, W. Fragment-based drug discovery: advancing fragments in the absence of crystal structures. Cell Chem Biol 2019; 26: 9–15. PMID: 30482678",10.1016/j.chembiol.2018.10.001,10.1016/j.chembiol.2018.10.001,10.1016/j.chembiol.2018.10.001
10.1177/1087057112465979,"Wielens, J, Headey, SJ, Rhodes, DI, et al. Parallel screening of low molecular weight fragment libraries: do differences in methodology affect hit identification? J Biomol Screen 2013; 18: 147–59. PMID: 23139382",10.1177/1087057112465979,10.1177/1087057112465979,10.1177/1087057112465979
10.1152/physrev.00038.2009,"Chudakov, DM, Matz, MV, Lukyanov, S, Lukyanov, KA. Fluorescent proteins and their applications in imaging living cells and tissues. Physiol Rev 2010; 90: 1103–63. PMID: 20664080",10.1152/physrev.00038.2009,10.1152/physrev.00038.2009,10.1152/physrev.00038.2009
10.1038/srep17740,"Liss, V, Barlag, B, Nietschke, M, Hensel, M. Self-labelling enzymes as universal tags for fluorescence microscopy, super-resolution microscopy and electron microscopy. Sci Rep 2015; 5: 17740–52. PMID: 26643905",10.1038/srep17740,10.1038/srep17740,10.1038/srep17740
,"Hatlem, D, Trunk, T, Linke, D, Leo, JC. Catching a SPY: using the SpyCatcher-SpyTag and related systems for labeling and localizing bacterial proteins. Int J Mol Sci 2019; 20: 2129–39.",10.3390/ijms20092129,10.3390/ijms20092129,10.3390/ijms20092129
10.1021/cb800025k,"Los, GV, Encell, LP, McDougall, MG, et al. HaloTag: a novel protein labeling technology for cell imaging and protein analysis. ACS Chem Biol 2008; 3: 373–82. PMID: 18533659",10.1021/cb800025k,10.1021/cb800025k,10.1021/cb800025k
10.1021/acs.bioconjchem.5b00191,"England, CG, Luo, H, Cai, W. HaloTag technology: a versatile platform for biomedical applications. Bioconjug Chem 2015; 26: 975–86. PMID: 25974629",10.1021/acs.bioconjchem.5b00191,10.1021/acs.bioconjchem.5b00191,10.1021/acs.bioconjchem.5b00191
10.1016/s1383-5742(00)00017-x,"Pegg, AE. Repair of O(6)-alkylguanine by alkyltransferases. Mutat Res 2000; 462: 83–100. PMID: 10767620",10.1016/s1383-5742(00)00017-x,10.1016/s1383-5742(00)00017-x,10.1016/s1383-5742(00)00017-x
10.1093/emboj/19.7.1719,"Daniels, DS, Mol, CD, Arvai, AS, et al. Active and alkylated human AGT structures: a novel zinc site, inhibitor and extrahelical base binding. Embo J 2000; 19: 1719–30. PMID: 10747039",10.1093/emboj/19.7.1719,10.1093/emboj/19.7.1719,10.1093/emboj/19.7.1719
10.1038/nsmb791,"Daniels, DS, Woo, TT, Luu, KX, et al. DNA binding and nucleotide flipping by the human DNA repair protein AGT. Nat Struct Mol Biol 2004; 11: 714–20. PMID: 15221026",10.1038/nsmb791,10.1038/nsmb791,10.1038/nsmb791
10.1038/nbt765,"Keppler, A, Gendreizig, S, Gronemeyer, T, et al. A general method for the covalent labeling of fusion proteins with small molecules in vivo. Nat Biotechnol 2003; 21: 86–9. PMID: 12469133",10.1038/nbt765,10.1038/nbt765,10.1038/nbt765
,"Keppler, A, Pick, H, Arrivoli, C, et al. Labeling of fusion proteins with synthetic fluorophores in live cells. Proc Natl Acad Sci USA 2004; 10: 9955–9.",10.1073/pnas.0401923101,10.1073/pnas.0401923101,10.1073/pnas.0401923101
10.1016/s1074-5521(03)00068-1,"Juillerat, A, Gronemeyer, T, Keppler, A, et al. Directed evolution of O6-alkylguanine-DNA alkyltransferase for efficient labeling of fusion proteins with small molecules in vivo. Chem Biol 2003; 10: 313–7. PMID: 12725859",10.1016/s1074-5521(03)00068-1,10.1016/s1074-5521(03)00068-1,10.1016/s1074-5521(03)00068-1
10.1093/protein/gzl014,"Gronemeyer, T, Chidley, C, Juillerat, A, et al. Directed evolution of O6-alkylguanine-DNA alkyltransferase for applications in protein labeling. Protein Eng Des Sel 2006; 19: 309–16. PMID: 16638797",10.1093/protein/gzl014,10.1093/protein/gzl014,10.1093/protein/gzl014
