rp_string,pl_string,sentence,sentence_xpath,xml_name,status
[16],not in list,"Gold et al.[16], 1995","substring(string(/article/body/sec[3]/sec[7]/table-wrap/table/thead/tr[1]/th[2]),1,21)",18test.xml
[17],not in list,"Charlson et al.[17], 2007","substring(string(/article/body/sec[3]/sec[7]/table-wrap/table/thead/tr[1]/th[3]),1,25)",18test.xml
[18],not in list,"Siepe et al.[18], 2011","substring(string(/article/body/sec[3]/sec[7]/table-wrap/table/thead/tr[1]/th[4]),1,22)",18test.xml
[13],not in list,Meta-regression was performed using a random-effect model because there was significant between-study variation[13].,"substring(string(/article/body/sec[3]/sec[8]/p),303,116)",18test.xml
[14],not in list,Moderate heterogeneity assumed as I2 was 30% to 60%[14].,"substring(string(/article/body/sec[3]/sec[8]/p),562,56)",18test.xml
[15],not in list,The relationship between one or more moderators and a dependent variable was examined by meta-regression analysis[15].,"substring(string(/article/body/sec[3]/sec[9]/p),1,118)",18test.xml
[13],not in list,"Variables with Z statistics with P-value <0.05 were interpreted as their slope is probably not zero, and the treatment effect is more effective when the moderator variable changes[13].","substring(string(/article/body/sec[3]/sec[9]/p),430,184)",18test.xml
16,[16-18],Three studies (RCTs) with a total of 731 patients were included in the final analyses[16-18].,"substring(string(/article/body/sec[4]/sec[1]/p),79,93)",18test.xml
in sequence,[16-18],Three studies (RCTs) with a total of 731 patients were included in the final analyses[16-18].,"substring(string(/article/body/sec[4]/sec[1]/p),79,93)",18test.xml
18,[16-18],Three studies (RCTs) with a total of 731 patients were included in the final analyses[16-18].,"substring(string(/article/body/sec[4]/sec[1]/p),79,93)",18test.xml
[16],not in list,"Gold et al. [16], 1995","substring(string(/article/body/sec[4]/sec[2]/table-wrap/table/tbody/tr[1]/td[1]),1,22)",18test.xml
[17],not in list,"Charlson et al.[17], 2007","substring(string(/article/body/sec[4]/sec[2]/table-wrap/table/tbody/tr[2]/td[1]),1,25)",18test.xml
[18],not in list,"Siepe et al. [18], 2011","substring(string(/article/body/sec[4]/sec[2]/table-wrap/table/tbody/tr[3]/td[1]),1,23)",18test.xml
[19],not in list,"A funnel plot for publication bias analysis is not recommended with less than 10 studies, so it is not shown here[19].","substring(string(/article/body/sec[4]/sec[5]/p),1,118)",18test.xml
[17],not in list,Only one of the included studies reported that MAP ranged from 57 to 90 mmHg in the low MAP group[17].,"substring(string(/article/body/sec[4]/sec[5]/p),120,102)",18test.xml
[17],not in list,"In the study by Charlson et al.[17], the MAP target has been set by the pre-bypass MAP in the low MAP group, so patients did not receive MAP higher than baseline MAP during CPB.","substring(string(/article/body/sec[4]/sec[5]/p),223,177)",18test.xml
[17],not in list,"‘‘Remove-One’’ sensitivity analysis showed that there was no significant association between low MAP and POCD (P<0.43) after the exclusion of Charlson et al.[17] study, meaning that overall effect was not biased by the excluded study.","substring(string(/article/body/sec[4]/sec[6]/p),1,234)",18test.xml
[18],not in list,"In addition, CPB difference for Gold et al. was (-4.5 min) and (-10 min) for Siepe et al.[18] study.","substring(string(/article/body/sec[4]/sec[6]/p),347,100)",18test.xml
[17],not in list,"CPB difference was (-3 min) for Charlson et al.[17], which is between the values for Siepe et al.[18] and Gold et al.[16], so Charlson et al.[17] could not be a source of bias in meta-regression of CPB time difference on MH log RR (Figure 3B).","substring(string(/article/body/sec[4]/sec[6]/p),448,243)",18test.xml
[18],not in list,"CPB difference was (-3 min) for Charlson et al.[17], which is between the values for Siepe et al.[18] and Gold et al.[16], so Charlson et al.[17] could not be a source of bias in meta-regression of CPB time difference on MH log RR (Figure 3B).","substring(string(/article/body/sec[4]/sec[6]/p),448,243)",18test.xml
[16],not in list,"CPB difference was (-3 min) for Charlson et al.[17], which is between the values for Siepe et al.[18] and Gold et al.[16], so Charlson et al.[17] could not be a source of bias in meta-regression of CPB time difference on MH log RR (Figure 3B).","substring(string(/article/body/sec[4]/sec[6]/p),448,243)",18test.xml
[17],not in list,"CPB difference was (-3 min) for Charlson et al.[17], which is between the values for Siepe et al.[18] and Gold et al.[16], so Charlson et al.[17] could not be a source of bias in meta-regression of CPB time difference on MH log RR (Figure 3B).","substring(string(/article/body/sec[4]/sec[6]/p),448,243)",18test.xml
[1],not in list,This finding may have critical implications for the therapeutic management of patients undergoing CABG surgery[1].,"substring(string(/article/body/sec[5]/sec[1]/p),215,114)",18test.xml
6,"[6,19]","It is routine to keep MAP at a level below the physiological threshold around 50 mmHg[6,19].","substring(string(/article/body/sec[5]/sec[2]/p[1]),1,92)",18test.xml
19,"[6,19]","It is routine to keep MAP at a level below the physiological threshold around 50 mmHg[6,19].","substring(string(/article/body/sec[5]/sec[2]/p[1]),1,92)",18test.xml
[18],not in list,"In most patients, maintaining a sufficient pump flow in the 50 mmHg range does not require any further interventions during CPB[18].","substring(string(/article/body/sec[5]/sec[2]/p[1]),94,132)",18test.xml
[20],not in list,The blood supply to the brain is relatively constant because cerebral autoregulation works during CPB when managed either by alpha-stat or pH-stat[20].,"substring(string(/article/body/sec[5]/sec[2]/p[1]),227,151)",18test.xml
[21],not in list,It is believed that high MAP increases cerebral embolic load as well as the risk of brain injury[21].,"substring(string(/article/body/sec[5]/sec[2]/p[1]),379,101)",18test.xml
[22],not in list,"High MAP results in high CBF, which may increase cerebral embolic load and cerebral edema as well[22].","substring(string(/article/body/sec[5]/sec[2]/p[1]),481,102)",18test.xml
6,"[6,7]","The increasing number of patients with high-risk criteria have raised concerns about the possible indication of high MAP during CPB[6,7].","substring(string(/article/body/sec[5]/sec[2]/p[1]),584,137)",18test.xml
7,"[6,7]","The increasing number of patients with high-risk criteria have raised concerns about the possible indication of high MAP during CPB[6,7].","substring(string(/article/body/sec[5]/sec[2]/p[1]),584,137)",18test.xml
[19],not in list,"Patients with atherosclerosis of the aorta, hypertension, diabetes, previous stroke and age >70 years are at high risk for POCD[19].","substring(string(/article/body/sec[5]/sec[2]/p[1]),722,132)",18test.xml
[20],not in list,Ono et al.[20] showed that keeping blood pressure below the level of autoregulation is significantly associated with increased morbidity and mortality after cardiac surgery (OR: 1.36; 95% confidence interval: 1.08-1.71; P=0.008).,"substring(string(/article/body/sec[5]/sec[2]/p[2]),1,229)",18test.xml
[20],not in list,"It is worth mentioning, however, that average MAP did not differ between groups, patients with higher morbidity and mortality had significantly longer CPB duration times (133 vs. 106 min)[20], implying that CPB time as well as low MAP is strongly associated with morbidity and mortality as well.","substring(string(/article/body/sec[5]/sec[2]/p[2]),583,295)",18test.xml
5,[5-7],"In line with other reviews[5-7], meta-analysis showed that low MAP does not reduce POCD after CABG surgery.","substring(string(/article/body/sec[5]/sec[2]/p[3]),1,107)",18test.xml
in sequence,[5-7],"In line with other reviews[5-7], meta-analysis showed that low MAP does not reduce POCD after CABG surgery.","substring(string(/article/body/sec[5]/sec[2]/p[3]),1,107)",18test.xml
7,[5-7],"In line with other reviews[5-7], meta-analysis showed that low MAP does not reduce POCD after CABG surgery.","substring(string(/article/body/sec[5]/sec[2]/p[3]),1,107)",18test.xml
[3],not in list,"However, there is no statistically significant difference between the two groups, the incidence of POCD for very early and late was 6.52 and 4.98, respectively, showing that the trend is consistent with that of reported by Brown et al.[3].","substring(string(/article/body/sec[5]/sec[2]/p[3]),109,239)",18test.xml
3,"[3,23]","Other studies also support this finding, implying that prolonged CPB time is related to an increasing embolic load[3,23].","substring(string(/article/body/sec[5]/sec[3]/p),624,121)",18test.xml
23,"[3,23]","Other studies also support this finding, implying that prolonged CPB time is related to an increasing embolic load[3,23].","substring(string(/article/body/sec[5]/sec[3]/p),624,121)",18test.xml
23,[23-25],The pivotal role of surgery time in CABG patients has fully been understood in the literature[23-25].,"substring(string(/article/body/sec[5]/sec[3]/p),746,101)",18test.xml
in sequence,[23-25],The pivotal role of surgery time in CABG patients has fully been understood in the literature[23-25].,"substring(string(/article/body/sec[5]/sec[3]/p),746,101)",18test.xml
25,[23-25],The pivotal role of surgery time in CABG patients has fully been understood in the literature[23-25].,"substring(string(/article/body/sec[5]/sec[3]/p),746,101)",18test.xml
[3],not in list,Brown et al.[3] reported that each 60-minute increase in CPB time associates with 30.5% increase in the embolic burden.,"substring(string(/article/body/sec[5]/sec[3]/p),848,119)",18test.xml
[26],not in list,"In this line, a multivariate analysis showed even 30-minute increments in CPB time acts as an independent risk factor for postoperative death significantly (OR=1.57)[26].","substring(string(/article/body/sec[5]/sec[3]/p),1054,170)",18test.xml
[27],not in list,Bucerius et al.[27] indicated that CPB time longer than 2 hours should also be considered as an independent risk factor for stroke (OR=1.42).,"substring(string(/article/body/sec[5]/sec[3]/p),1225,141)",18test.xml
16,[16-18],"However, there was no significant difference in mean CPB time between groups in all RCTs; low MAP groups had experienced greater mean CPB time in all studies[16-18].","substring(string(/article/body/sec[5]/sec[3]/p),1647,165)",18test.xml
in sequence,[16-18],"However, there was no significant difference in mean CPB time between groups in all RCTs; low MAP groups had experienced greater mean CPB time in all studies[16-18].","substring(string(/article/body/sec[5]/sec[3]/p),1647,165)",18test.xml
18,[16-18],"However, there was no significant difference in mean CPB time between groups in all RCTs; low MAP groups had experienced greater mean CPB time in all studies[16-18].","substring(string(/article/body/sec[5]/sec[3]/p),1647,165)",18test.xml
[26],not in list,"An analysis of 5,000 patients undergoing CABG showed that the distribution of CPB duration is positively skewed (0.18) and data is dispersed (coefficient of variation=40%), showing that 25% of surgeries lasted longer than 135 minutes (up to 643 minutes)[26].","substring(string(/article/body/sec[5]/sec[3]/p),2105,258)",18test.xml
6,"[6,7,19]","This finding is supported by other studies showing that elderly may need high MAP during CPB[6,7,19].","substring(string(/article/body/sec[5]/sec[4]/p),420,101)",18test.xml
7,"[6,7,19]","This finding is supported by other studies showing that elderly may need high MAP during CPB[6,7,19].","substring(string(/article/body/sec[5]/sec[4]/p),420,101)",18test.xml
19,"[6,7,19]","This finding is supported by other studies showing that elderly may need high MAP during CPB[6,7,19].","substring(string(/article/body/sec[5]/sec[4]/p),420,101)",18test.xml
[28],not in list,"However, a multivariable linear regression revealed that MAP was unrelated to POCD, and interactions between age and MAP area less than 50 mm Hg were significant, meaning that hypotension contributed significantly to POCD in the elderly[28].","substring(string(/article/body/sec[5]/sec[4]/p),522,241)",18test.xml
3,"[3,29,9,30]","It was also followed by a signiﬁcant decline in the incidence rate in the ﬁrst 6 months[3,29,9,30].","substring(string(/article/body/sec[5]/sec[5]/p),309,99)",18test.xml
29,"[3,29,9,30]","It was also followed by a signiﬁcant decline in the incidence rate in the ﬁrst 6 months[3,29,9,30].","substring(string(/article/body/sec[5]/sec[5]/p),309,99)",18test.xml
9,"[3,29,9,30]","It was also followed by a signiﬁcant decline in the incidence rate in the ﬁrst 6 months[3,29,9,30].","substring(string(/article/body/sec[5]/sec[5]/p),309,99)",18test.xml
30,"[3,29,9,30]","It was also followed by a signiﬁcant decline in the incidence rate in the ﬁrst 6 months[3,29,9,30].","substring(string(/article/body/sec[5]/sec[5]/p),309,99)",18test.xml
[1],not in list,Cormack et al. demonstrated a pattern developed for reduction in POCD across all four measures in the first year after CPB surgery[1].,"substring(string(/article/body/sec[5]/sec[5]/p),409,134)",18test.xml
[1],not in list,"They also reported that there is a decline in half of the routinely used tests in the first week after CPB surgery, specifically in measures that assess psychomotor function[1].","substring(string(/article/body/sec[5]/sec[5]/p),544,177)",18test.xml
[2],not in list,"Moreover, the practice effect indicates that the results of patients with POCD may be confounded by the results of patients who showed practice effects over multiple testing sessions[2].","substring(string(/article/body/sec[5]/sec[5]/p),722,186)",18test.xml
[3],not in list,"Brown et al. reported that as time passes after CPB, a consistent reduction in the number of microemboli is seen[3], which means that there may be another explanation for the declining trend in POCD.","substring(string(/article/body/sec[5]/sec[5]/p),1028,199)",18test.xml
[31],not in list,Some part of discrepancy among studies may come from the variability in the definition of POCD[31].,"substring(string(/article/body/sec[5]/sec[6]/p[1]),1,99)",18test.xml
[16],not in list,"However, Gold et al.[16] and Charlson et al.[17] used a cognitive decline determined a priori by a panel of experts in the postoperative score in comparison to the preoperative score that might be different from the commonly used criteria in other neurocognitive studies (1 SD decline).","substring(string(/article/body/sec[5]/sec[6]/p[1]),101,286)",18test.xml
[17],not in list,"However, Gold et al.[16] and Charlson et al.[17] used a cognitive decline determined a priori by a panel of experts in the postoperative score in comparison to the preoperative score that might be different from the commonly used criteria in other neurocognitive studies (1 SD decline).","substring(string(/article/body/sec[5]/sec[6]/p[1]),101,286)",18test.xml
[31],not in list,Mahanna et al.[31] found that this criterion estimates between the higher (20% drop) and lower impairment index rating estimates of cognitive decline.,"substring(string(/article/body/sec[5]/sec[6]/p[1]),620,150)",18test.xml
[31],not in list,"Therefore, one SD decline criterion may miss up to 30% of the occurrence of POCD in both groups[31].","substring(string(/article/body/sec[5]/sec[6]/p[1]),771,100)",18test.xml
[16],not in list,"In addition, Gold et al.[16] and Charlson et al.[17] defined POCD if occurred in three or more tests; that is clearly distinct from that of most of the research conducted in neurocognitive assessment (in one or more tests)[2].","substring(string(/article/body/sec[5]/sec[6]/p[1]),1146,226)",18test.xml
[17],not in list,"In addition, Gold et al.[16] and Charlson et al.[17] defined POCD if occurred in three or more tests; that is clearly distinct from that of most of the research conducted in neurocognitive assessment (in one or more tests)[2].","substring(string(/article/body/sec[5]/sec[6]/p[1]),1146,226)",18test.xml
[2],not in list,"In addition, Gold et al.[16] and Charlson et al.[17] defined POCD if occurred in three or more tests; that is clearly distinct from that of most of the research conducted in neurocognitive assessment (in one or more tests)[2].","substring(string(/article/body/sec[5]/sec[6]/p[1]),1146,226)",18test.xml
[18],not in list,Loss to follow-up in Siepe et al.[18] was 12.38% in very early assessment.,"substring(string(/article/body/sec[5]/sec[6]/p[2]),272,74)",18test.xml
[32],not in list,The validity of studies in which more than 20% of patients are lost to follow-up is questionable[32].,"substring(string(/article/body/sec[5]/sec[6]/p[2]),347,101)",18test.xml
[18],not in list,"After exclusion of the study of Siepe et al.[18], there was also no significant association between low MAP and POCD.","substring(string(/article/body/sec[5]/sec[6]/p[2]),449,117)",18test.xml
[3],not in list,CABG surgery with valve repair may put patients as a greater risk for the occurrence of POCD than isolated CABG surgery[3].,"substring(string(/article/body/sec[5]/sec[6]/p[3]),163,123)",18test.xml
33,"[33,10]","In this way, a meta-analysis revealed that there is no significant protective effect for off-pump CABG[33,10].","substring(string(/article/body/sec[5]/sec[6]/p[3]),498,110)",18test.xml
10,"[33,10]","In this way, a meta-analysis revealed that there is no significant protective effect for off-pump CABG[33,10].","substring(string(/article/body/sec[5]/sec[6]/p[3]),498,110)",18test.xml
[34],not in list,"However, Turner et al.[34] argued that when at least two adequately powered studies are available in meta-analysis, underpowered studies often contribute little information, so the result is reliable.","substring(string(/article/body/sec[5]/sec[7]/p[2]),1,200)",18test.xml
1,not in list,"Five membered heterocyclic which incorporate oxygen, nitrogen and sulphur are found in broad spectrum therapeutic agents which have an enormous significance in drug discovery and drug development processes1.","substring(string(/article/body/sec[1]/p[1]),143,207)",27test.xml
2,not in list,"Benzothaizole (BTA) is a fused benzoheterocyle which is present in many naturally occurring products and is responsible for the medicinal, pharmacological and pharmaceutical applications of such natural products2.","substring(string(/article/body/sec[1]/p[1]),351,213)",27test.xml
3,not in list,BTA is present in terrestrial as well as marine compounds which exhibit various biological activities3.,"substring(string(/article/body/sec[1]/p[1]),565,103)",27test.xml
4,not in list,The BTA nucleus is formed by the fusion of the thiazole ring with a benzene ring4.,"substring(string(/article/body/sec[1]/p[1]),669,82)",27test.xml
5,not in list,The pharmacological profile of the drug used for the management of amyotrophic lateral sclerosis Riluzole (Figure 1) attracted the attention of medicinal chemists towards biologically active benzothiazole5.,"substring(string(/article/body/sec[1]/p[2]),1,206)",27test.xml
6,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
7,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
8,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
9,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
10,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
11,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
12,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
13,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
14,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
15,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
16,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
17,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
18,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
19,not in list,"The BTA scaffold possesses a wide spectrum of biological activities such as anti-inflammatory6, fungicidal7, anti-diabetic8, analgesic9, anti-microbial10, antitumor11, antileishmanial12, antheltmintic13, antirheumatic14 and CNS depressant15 etc. BTA derivatives exhibit remarkable and prevalent biological and pharmacological activities against different types of tumours and cancer cell lines such as HeLa (human cervical cancer cell line), SW480 (human colon adenocarcinoma cell line), HepG2 (human liver carcinoma cells)16, mammary and ovarian tumour cell lines17, colon, nonsmall-cell lung and breast subpanels cell lines18, and HCC (hepatocellular carcinoma)19 etc.","substring(string(/article/body/sec[1]/p[3]),1,670)",27test.xml
20,not in list,"It poses a great challenge to medical scientific community for development of drugs, medicines and procedures for safer treatment and cure of cancer disease20.","substring(string(/article/body/sec[1]/p[4]),125,159)",27test.xml
21,not in list,"These neoplasm malignant tumours, have potential to invade or spread to other parts of body through blood stream and lymphatic system21.","substring(string(/article/body/sec[1]/p[4]),387,136)",27test.xml
22,not in list,"The IC50 values of compound 3 were higher (16.23 ± 0.81 µM)), (4847.73 ± 2.39 µM)) and (34.58 ± 1.73 µM)) as compared to standard compound etoposide IC50 values (17.94 ± 0.89), (18.69 ± 0.94) and (2.16 ± 0.11 µM)) against U-937, B16-F10 and THP-1 cell lines respectively22.","substring(string(/article/body/sec[2]/sec[1]/p[1]),1151,273)",27test.xml
23,not in list,"The anticancer activity potential of BTA scaffold 4 is encourging for the development of new anti-cancer therapeutic agents and this will be good addition in armamentarium that consists of paclitaxel, cisplatin and doxorubicin drugs23.","substring(string(/article/body/sec[2]/sec[1]/p[2]),898,235)",27test.xml
23,not in list,The scaffolds 4 and 5 showed the best anticancer therapeutic potential due to presence of electron with drawing groups on para position of phenyl ring23.,"substring(string(/article/body/sec[2]/sec[1]/p[3]),1669,153)",27test.xml
24,not in list,"Compound 8 demonstrated the highest CLogP value being the most lipophilic and potent derivative, in the low µM range24.","substring(string(/article/body/sec[2]/sec[1]/p[4]),1388,119)",27test.xml
25,not in list,The SAR studies revealed the paharmacological activities of BTA scaffold 10 in in-vitro is due to introduction of phenyl and benzyloxyl substitutions25.,"substring(string(/article/body/sec[2]/sec[1]/p[5]),634,152)",27test.xml
26,not in list,"The scaffold present in 11 has the 2–(4-hydroxy-methoxy benzylidene)-hydrazino moiety at the C-2 position which remarkably enhances the anti-tumour potential, whereas replacing the 4-hydroxy moiety with 4-methoxy decreased the activities against both cell lines26.","substring(string(/article/body/sec[2]/sec[1]/p[6]),668,264)",27test.xml
27,not in list,The structure – activity relationship explained that compound 12 exhibited the highest antitumor activity due to the presence of electron withdrawing groups in the 4 position of benzyl ring27.,"substring(string(/article/body/sec[2]/sec[1]/p[7]),629,192)",27test.xml
28,not in list,The order overall antitumor potential of 2–(4-aminophenyl) benzothiazole derivatives with reference to the heterocyclic substitution was benzimidazole ≥ imidazole > benzothiazole > benzoxazole28.,"substring(string(/article/body/sec[2]/sec[2]/p[1]),720,195)",27test.xml
29,not in list,Compound 15 (Figure 9) showed excellent anticancer activity possessing IC50 value 10 µM when compared with the standard drug doxorubicin29.,"substring(string(/article/body/sec[2]/sec[2]/p[2]),213,139)",27test.xml
30,not in list,"Derivatives 16 and 17 exhibited atiproliferative potential due to the introduction of chloro and dichloro phenyl groups while their replacement of with hydrogen, methoxy, nitro, triflouromethyl and methyl groups lead to a decrease in the antiproliferative potential of BTA derivatives30.","substring(string(/article/body/sec[2]/sec[3]/p[1]),1157,287)",27test.xml
31,not in list,Apoptosis caused by this derivative during cell cycle arrest at subG1 phase was confirmed by Hoechst staining and fluorescence activated cell sorting analysis31.,"substring(string(/article/body/sec[2]/sec[3]/p[2]),522,161)",27test.xml
32,not in list,The replacement of the chloro moiety with bromo in the hybrid structures of 19 and 20 decreased their anti-tumour potential (Figure 12)32.,"substring(string(/article/body/sec[2]/sec[4]/p),590,138)",27test.xml
