explicit_doi,bibref,retrieved_local_doi,retrieved_remote_doi,manual_doi
10.1016/s0966-6362(99)00003-x,"Kuczyński, M. The second order autoregressive model in the evaluation of postural stability, Gait Posture, 1999, 9, 50, 56, DOI: 10.1016/S0966-6362(99)00003-X, PMID: 10575070",10.1016/s0966-6362(99)00003-x,10.1016/s0966-6362(99)00003-x,10.1016/s0966-6362(99)00003-x
,"Mangiafico, SS. R handbook: two-sample Mann–Whitney U test, 2016",10.4135/9781506359120,10.4324/9781315265803-10,???
10.1093/ageing/afl077,"Horak, FB. Postural orientation and equilibrium: what do we need to know about neural control of balance to prevent falls, Age Ageing, 2006, 35, 7, 11, DOI: 10.1093/ageing/afl077",10.1093/ageing/afl077,10.1093/ageing/afl077,10.1093/ageing/afl077
10.1097/jes.0b013e3182877cc8,"Haddad, JM, Rietdyk, S, Claxton, LJ, Huber, JE. Task-dependent postural control throughout the lifespan, Exerc Sport Sci Rev, 2013, 41, 123, 132, DOI: 10.1097/JES.0b013e3182877cc8, PMID: 23364347",10.1097/jes.0b013e3182877cc8,10.1097/jes.0b013e3182877cc8,10.1097/jes.0b013e3182877cc8
,Paillard T. Relationship between sport expertise and postural skills. Front Psychol. 2019;10. 10.3389/fpsyg.2019.01428.,10.3389/fpsyg.2019.01428,10.3389/fpsyg.2019.01428,10.3389/fpsyg.2019.01428
10.1080/02701367.2008.10599495,"Wulf, G. Attentional focus effects in balance acrobats, Res Q Exerc Sport, 2008, 79, 319, 325, DOI: 10.1080/02701367.2008.10599495, PMID: 18816943",10.1080/02701367.2008.10599495,10.1080/02701367.2008.10599495,10.1080/02701367.2008.10599495
10.1080/02724980143000118,"Wulf, G, McNevin, N, Shea, CH. The automaticity of complex motor skill learning as a function of attentional focus, Q J Exp Psychol A, 2001, 54, 1143, 1154, DOI: 10.1080/02724980143000118, PMID: 11765737",10.1080/713756012,10.1080/713756012,10.1080/713756012
10.1080/02701367.2001.10608970,"Wulf, G, Shea, C, Park, J-H. Attention and motor performance: preferences for and advantages of an external focus, Res Q Exerc Sport, 2001, 72, 335, 344, DOI: 10.1080/02701367.2001.10608970, PMID: 11770783",10.1080/02701367.2001.10608970,10.1080/02701367.2001.10608970,10.1080/02701367.2001.10608970
10.3200/jmbr.36.2.189-199,"Wulf, G, Mercer, J, McNevin, N, Guadagnoli, MA. Reciprocal influences of Attentional focus on postural and Suprapostural task performance, J Mot Behav, 2004, 36, 189, 199, DOI: 10.3200/JMBR.36.2.189-199, PMID: 15130869",10.3200/jmbr.36.2.189-199,10.3200/jmbr.36.2.189-199,10.3200/jmbr.36.2.189-199
10.1111/j.1365-2923.2009.03421.x,"Wulf, G, Shea, C, Lewthwaite, R. Motor skill learning and performance: a review of influential factors, Med Educ, 2010, 44, 75, 84, DOI: 10.1111/j.1365-2923.2009.03421.x, PMID: 20078758",10.1111/j.1365-2923.2009.03421.x,10.1111/j.1365-2923.2009.03421.x,10.1111/j.1365-2923.2009.03421.x
10.1016/j.cobeha.2018.01.004,"Sternad, D. It’s not (only) the mean that matters: variability, noise and exploration in skill learning, Curr Opin Behav Sci, 2018, 20, 183, 195, DOI: 10.1016/j.cobeha.2018.01.004, PMID: 30035207",10.1016/j.cobeha.2018.01.004,10.1016/j.cobeha.2018.01.004,10.1016/j.cobeha.2018.01.004
10.1016/j.gaitpost.2016.02.019,"Casabona, A, Leonardi, G, Aimola, E, La Grua, G, Polizzi, CM, Cioni, M. Specificity of foot configuration during bipedal stance in ballet dancers, Gait Posture, 2016, 46, 91, 97, DOI: 10.1016/j.gaitpost.2016.02.019, PMID: 27131184",10.1016/j.gaitpost.2016.02.019,10.1016/j.gaitpost.2016.02.019,10.1016/j.gaitpost.2016.02.019
10.1007/s00221-016-4814-2,"Cone, BL, Goble, DJ, Rhea, CK. Relationship between changes in vestibular sensory reweighting and postural control complexity, Exp Brain Res, 2017, 235, 547, 554, DOI: 10.1007/s00221-016-4814-2, PMID: 27812748",10.1007/s00221-016-4814-2,10.1007/s00221-016-4814-2,10.1007/s00221-016-4814-2
10.1371/journal.pone.0021815,"Huang, HJ, Ahmed, AA. Tradeoff between stability and maneuverability during whole-body movements, PLoS One, 2011, 6, e21815, DOI: 10.1371/journal.pone.0021815, PMID: 21779336",10.1371/journal.pone.0021815,10.1371/journal.pone.0021815,10.1371/journal.pone.0021815
10.1016/j.gaitpost.2016.11.034,"Acasio, J, Wu, M, Fey, NP, Gordon, KE. Stability-maneuverability trade-offs during lateral steps, Gait Posture, 2017, 52, 171, 177, DOI: 10.1016/j.gaitpost.2016.11.034, PMID: 27915220",10.1016/j.gaitpost.2016.11.034,10.1016/j.gaitpost.2016.11.034,10.1016/j.gaitpost.2016.11.034
,"Le Mouel C, Brette R. Mobility as the purpose of postural control. Front Comput Neurosci. 2017;11. 10.3389/fncom.2017.00067.",10.3389/fncom.2017.00067,10.3389/fncom.2017.00067,10.3389/fncom.2017.00067
10.1016/j.gaitpost.2011.10.354,"Pau, M, Kim, S, Nussbaum, MA. Does load carriage differentially alter postural sway in overweight vs. normal-weight schoolchildren, Gait Posture, 2012, 35, 378, 382, DOI: 10.1016/j.gaitpost.2011.10.354, PMID: 22088849",10.1016/j.gaitpost.2011.10.354,10.1016/j.gaitpost.2011.10.354,10.1016/j.gaitpost.2011.10.354
10.1126/science.aad4998,"Seh, ZW. Combining theory and experiment in electrocatalysis: insights into materials design, Science, 2017, 355, eaad4998, DOI: 10.1126/science.aad4998, PMID: 28082532",10.1126/science.aad4998,10.1126/science.aad4998,10.1126/science.aad4998
10.1021/acs.chemrev.5b00462,"Shao, M, Chang, Q, Dodelet, J-P, Chenitz, R. Recent advances in electrocatalysts for oxygen reduction reaction, Chem. Rev, 2016, 116, 3594, 3657, DOI: 10.1021/acs.chemrev.5b00462, PMID: 26886420",10.1021/acs.chemrev.5b00462,10.1021/acs.chemrev.5b00462,10.1021/acs.chemrev.5b00462
10.1016/s1369-7021(08)70254-2,"Sealy, C. The problem with platinum, Mater. Today, 2008, 11, 65, 68, DOI: 10.1016/S1369-7021(08)70254-2",10.1016/s1369-7021(08)70254-2,10.1016/s1369-7021(08)70254-2,10.1016/s1369-7021(08)70254-2
10.1038/35104620,"Steele, BCH, Heinzel, A. Materials for fuel-cell technologies, Nature, 2001, 414, 345, 352, DOI: 10.1038/35104620, PMID: 11713541",10.1038/35104620,10.1038/35104620,10.1038/35104620
10.1016/j.apcatb.2004.06.021,"Gasteiger, HA, Kocha, SS, Sompalli, B, Wagner, FT. Activity benchmarks and requirements for Pt, Pt-alloy, and non-Pt oxygen reduction catalysts for PEMFCs, Appl. Catal. B Environ, 2005, 56, 9, 35, DOI: 10.1016/j.apcatb.2004.06.021",10.1016/j.apcatb.2004.06.021,10.1016/j.apcatb.2004.06.021,10.1016/j.apcatb.2004.06.021
10.1149/1.2130665,"Kinumoto, T. Stability of Pt-catalyzed highly oriented pyrolytic graphite against hydrogen peroxide in acid solution, J. Electrochem. Soc, 2006, 153, A58, A63, DOI: 10.1149/1.2130665",10.1149/1.2130665,10.1149/1.2130665,10.1149/1.2130665
10.1016/j.electacta.2007.11.010,"Ramaswamy, N, Hakim, N, Mukerjee, S. Degradation mechanism study of perfluorinated proton exchange membrane under fuel cell operating conditions, Electrochim. Acta, 2008, 53, 3279, 3295, DOI: 10.1016/j.electacta.2007.11.010",10.1016/j.electacta.2007.11.010,10.1016/j.electacta.2007.11.010,10.1016/j.electacta.2007.11.010
10.1149/1.2801980,"Sethuraman, VA, Weidner, JW, Haug, AT, Motupally, S, Protsailo, LV. Hydrogen peroxide formation rates in a PEMFC anode and cathode, J. Electrochem. Soc, 2008, 155, B50, B57, DOI: 10.1149/1.2801980",10.1149/1.2801980,10.1149/1.2801980,10.1149/1.2801980
10.1149/1.3210685,"Wu, G. Performance durability of polyaniline-derived non-precious cathode catalysts, ECS Trans, 2009, 25, 1299, 1311, DOI: 10.1149/1.3210685",10.1149/1.3210685,10.1149/1.3210685,10.1149/1.3210685
10.1038/2011212a0,"Jasinski, R. A new fuel cell cathode catalyst, Nature, 1964, 201, 1212, 1213, DOI: 10.1038/2011212a0",10.1038/2011212a0,10.1038/2011212a0,10.1038/2011212a0
10.1149/1.2423590,"Jasinski, R. Cobalt phthalocyanine as a fuel cell cathode, J. Electrochem. Soc, 1965, 112, 526, DOI: 10.1149/1.2423590",10.1149/1.2423590,10.1149/1.2423590,10.1149/1.2423590
10.1595/205651318x696828,"Jaouen, F. Toward platinum group metal-free catalysts for hydrogen/air proton-exchange membrane fuel cells, Johns. Matthey Technol. Rev, 2018, 62, 231, 255, DOI: 10.1595/205651318X696828",10.1595/205651318x696828,10.1595/205651318x696828,10.1595/205651318x696828
10.1126/science.1170051,"Lefèvre, M, Proietti, E, Jaouen, F, Dodelet, J-P. Iron-based catalysts with improved oxygen reduction activity in polymer electrolyte fuel cells, Science, 2009, 324, 71, 74, DOI: 10.1126/science.1170051, PMID: 19342583",10.1126/science.1170051,10.1126/science.1170051,10.1126/science.1170051
10.1016/j.electacta.2008.02.012,"Bezerra, CWB. A review of Fe–N/C and Co–N/C catalysts for the oxygen reduction reaction, Electrochim. Acta, 2008, 53, 4937, 4951, DOI: 10.1016/j.electacta.2008.02.012",10.1016/j.electacta.2008.02.012,10.1016/j.electacta.2008.02.012,10.1016/j.electacta.2008.02.012
10.1021/jacs.7b05130,"Liu, W. Discriminating catalytically active FeN, x species of atomically dispersed Fe–N–C catalyst for selective oxidation of the C–H bond, J. Am. Chem. Soc, 2017, 139, 10790, 10798, DOI: 10.1021/jacs.7b05130, PMID: 28745500",10.1021/jacs.7b05130,10.1021/jacs.7b05130.s001,10.1021/jacs.7b05130
10.1039/c2cp41957b,"Kramm, UI. Structure of the catalytic sites in Fe/N/C-catalysts for O, 2-reduction in PEM fuel cells, Phys. Chem. Chem. Phys, 2012, 14, 11673, 11688, DOI: 10.1039/c2cp41957b, PMID: 22824866",10.1039/c2cp41957b,10.1039/c2cp41957b,10.1039/c2cp41957b
10.1021/jp0266087,"Bouwkamp-Wijnoltz, AL. On active-site heterogeneity in pyrolyzed carbon-supported iron porphyrin catalysts for the electrochemical reduction of oxygen: an, in situ Mössbauer study, J. Phys. Chem. B, 2002, 106, 12993, 13001, DOI: 10.1021/jp0266087",10.1021/jp0266087,10.1021/jp0266087,10.1021/jp0266087
10.1016/s0022-0728(02)01189-0,"Bron, M, Radnik, J, Fieber-Erdmann, M, Bogdanoff, P, Fiechter, S. EXAFS, XPS and electrochemical studies on oxygen reduction catalysts obtained by heat treatment of iron phenanthroline complexes supported on high surface area carbon black, J. Electroanal. Chem, 2002, 535, 113, 119, DOI: 10.1016/S0022-0728(02)01189-0",10.1016/s0022-0728(02)01189-0,10.1016/s0022-0728(02)01189-0,10.1016/s0022-0728(02)01189-0
10.1038/nmat4367,"Zitolo, A. Identification of catalytic sites for oxygen reduction in iron-and nitrogen-doped graphene materials, Nat. Mater, 2015, 14, 937, 942, DOI: 10.1038/nmat4367, PMID: 26259106",10.1038/nmat4367,10.1038/nmat4367,10.1038/nmat4367
10.1021/jp021634q,"Jaouen, F, Marcotte, S, Dodelet, J-P, Lindbergh, G. Oxygen reduction catalysts for polymer electrolyte fuel cells from the pyrolysis of iron acetate adsorbed on various carbon supports, J. Phys. Chem. B, 2003, 107, 1376, 1386, DOI: 10.1021/jp021634q",10.1021/jp021634q,10.1021/jp021634q,10.1021/jp021634q
,"Dodelet, J-P. In Electrocatalysis in Fuel Cells (ed. Shao, M.) vol. 9, 271–338 (Springer London, 2013).",10.3390/catal5042115,10.3390/catal5042115,10.3390/catal5042115
10.1021/acscatal.8b04609,"Holst-Olesen, K, Silvioli, L, Rossmeisl, J, Arenz, M. Enhanced oxygen reduction reaction on Fe/N/C catalyst in acetate buffer electrolyte, ACS Catal, 2019, 9, 3082, 3089, DOI: 10.1021/acscatal.8b04609",10.1021/acscatal.8b04609,10.1021/acscatal.8b04609,10.1021/acscatal.8b04609
10.1021/acscatal.7b02897,"Leonard, ND. Deconvolution of utilization, site density, and turnover frequency of Fe–nitrogen–carbon oxygen reduction reaction catalysts prepared with secondary N-precursors, ACS Catal, 2018, 8, 1640, 1647, DOI: 10.1021/acscatal.7b02897",10.1021/acscatal.7b02897,10.1021/acscatal.7b02897.s001,10.1021/acscatal.7b02897
10.1038/ncomms8343,"Strickland, K. Highly active oxygen reduction non-platinum group metal electrocatalyst without direct metal–nitrogen coordination, Nat. Commun, 2015, 6, 7343, DOI: 10.1038/ncomms8343, PMID: 26059552",10.1038/ncomms8343,10.1038/ncomms8343,10.1038/ncomms8343
10.1038/ncomms12582,"Varnell, JA. Identification of carbon-encapsulated iron nanoparticles as active species in non-precious metal oxygen reduction catalysts, Nat. Commun, 2016, 7, 12582, DOI: 10.1038/ncomms12582, PMID: 27538720",10.1038/ncomms12582,10.1038/ncomms12582,10.1038/ncomms12582
10.1016/j.nanoen.2016.03.025,"Jia, Q. Spectroscopic insights into the nature of active sites in iron–nitrogen–carbon electrocatalysts for oxygen reduction in acid, Nano Energy, 2016, 29, 65, 82, DOI: 10.1016/j.nanoen.2016.03.025",10.1016/j.nanoen.2016.03.025,10.1016/j.nanoen.2016.03.025,10.1016/j.nanoen.2016.03.025
10.1149/2.1041709jes,"Glibin, VP, Dodelet, J-P. Thermodynamic stability in acid media of FeN, 4-based catalytic sites used for the reaction of oxygen reduction in PEM fuel cells, J. Electrochem. Soc, 2017, 164, F948, F957, DOI: 10.1149/2.1041709jes",10.1149/2.1041709jes,10.1149/2.1041709jes,10.1149/2.1041709jes
10.1021/jp002444n,"Lefèvre, M, Dodelet, JP, Bertrand, P. O, 2 reduction in PEM fuel cells: activity and active site structural information for catalysts obtained by the pyrolysis at high temperature of Fe precursors, J. Phys. Chem. B, 2000, 104, 11238, 11247, DOI: 10.1021/jp002444n",10.1021/jp002444n,10.1021/jp002444n,10.1021/jp002444n
10.1016/0008-6223(95)00154-6,"Pels, JR, Kapteijn, F, Moulijn, JA, Zhu, Q, Thomas, KM. Evolution of nitrogen functionalities in carbonaceous materials during pyrolysis, Carbon, 1995, 33, 1641, 1653, DOI: 10.1016/0008-6223(95)00154-6",10.1016/0008-6223(95)00154-6,10.1016/0008-6223(95)00154-6,10.1016/0008-6223(95)00154-6
10.1002/chem.201800937,"Li, H, Zhang, Z, Dou, M, Wang, F. Towards high-performance electrocatalysts for oxygen reduction: inducing atomic-level reconstruction of Fe-N, x site for atomically dispersed Fe/N-doped hierarchically porous carbon, Chem. Eur. J, 2018, 24, 8848, 8856, DOI: 10.1002/chem.201800937, PMID: 29682804",10.1002/chem.201800937,10.1002/chem.201800937,10.1002/chem.201800937
10.1021/jp030349j,"Schulenburg, H. Catalysts for the oxygen reduction from heat-treated iron(iii) tetramethoxyphenylporphyrin chloride: structure and stability of active sites, J. Phys. Chem. B, 2003, 107, 9034, 9041, DOI: 10.1021/jp030349j",10.1021/jp030349j,10.1021/jp030349j,10.1021/jp030349j
10.1039/c3cc40324f,"Artyushkova, K. Density functional theory calculations of XPS binding energy shift for nitrogen-containing graphene-like structures, Chem. Commun, 2013, 49, 2539, 2541, DOI: 10.1039/c3cc40324f",10.1039/c3cc40324f,10.1039/c3cc40324f,10.1039/c3cc40324f
10.1021/ja00300a021,"Strauss, SH. Comparison of the molecular and electronic structures of (2,3,7,8,12,13,17,18-octaethylporphyrinato)iron(ii) and (, trans-7,8-dihydro-2,3,7,8,12,13,17,18-octaethylporphyrinato)iron(ii), J. Am. Chem. Soc, 1985, 107, 4207, 4215, DOI: 10.1021/ja00300a021",10.1021/ja00300a021,10.1021/ja00300a021,10.1021/ja00300a021
10.1063/1.1670618,"Dale, BW, Williams, RJP, Edwards, PR, Johnson, CE. S = 1 spin state of divalent iron. II. A Mössbauer‐effect study of phthalocyanine iron (ii), J. Chem. Phys, 1968, 49, 3445, DOI: 10.1063/1.1670618",10.1063/1.1670618,10.1063/1.1670618,10.1063/1.1670618
10.1021/jp802456e,"Koslowski, UI, Abs-Wurmbach, I, Fiechter, S, Bogdanoff, P. Nature of the catalytic centers of porphyrin-based electrocatalysts for the ORR: a correlation of kinetic current density with the site density of Fe−N, 4 centers, J. Phys. Chem. C, 2008, 112, 15356, 15366, DOI: 10.1021/jp802456e",10.1021/jp802456e,10.1021/jp802456e,10.1021/jp802456e
10.1039/c7ee02302b,"Chenitz, R. A specific demetalation of Fe–N, 4 catalytic sites in the micropores of NC_Ar + NH, 3 is at the origin of the initial activity loss of the highly active Fe/N/C catalyst used for the reduction of oxygen in PEM fuel cells, Energy Environ. Sci, 2018, 11, 365, 382, DOI: 10.1039/C7EE02302B",10.1039/c7ee02302b,10.1039/c7ee02302b,10.1039/c7ee02302b
10.1002/celc.201801302,"Wan, X. Synthesis and active site identification of Fe−N−C single-atom catalysts for the oxygen reduction reaction, ChemElectroChem, 2019, 6, 304, 315, DOI: 10.1002/celc.201801302",10.1002/celc.201801302,10.1002/celc.201801302,10.1002/celc.201801302
10.1021/acsenergylett.7b00391,"Workman, MJ, Serov, A, Tsui, L, Atanassov, P, Artyushkova, K. Fe–N–C catalyst graphitic layer structure and fuel cell performance, ACS Energy Lett, 2017, 2, 1489, 1493, DOI: 10.1021/acsenergylett.7b00391",10.1021/acsenergylett.7b00391,10.1021/acsenergylett.7b00391,10.1021/acsenergylett.7b00391
10.1021/jacs.8b07294,"Jiang, R. Edge-site engineering of atomically dispersed Fe–N, 4 by selective C–N bond cleavage for enhanced oxygen reduction reaction activities, J. Am. Chem. Soc, 2018, 140, 11594, 11598, DOI: 10.1021/jacs.8b07294, PMID: 30168714",10.1021/jacs.8b07294,10.1021/jacs.8b07294.s001,10.1021/jacs.8b07294
10.1007/s12274-017-1840-8,"Liu, D. In situ trapped high-density single metal atoms within graphene: iron-containing hybrids as representatives for efficient oxygen reduction, Nano Res, 2018, 11, 2217, 2228, DOI: 10.1007/s12274-017-1840-8",10.1007/s12274-017-1840-8,10.1007/s12274-017-1840-8,10.1007/s12274-017-1840-8
10.1126/science.aan2255,"Chung, HT. Direct atomic-level insight into the active sites of a high-performance PGM-free ORR catalyst, Science, 2017, 357, 479, 484, DOI: 10.1126/science.aan2255, PMID: 28774924",10.1126/science.aan2255,10.1126/science.aan2255,10.1126/science.aan2255
10.1038/s41929-017-0008-y,"Fei, H. General synthesis and definitive structural identification of MN, 4C, 4 single-atom catalysts with tunable electrocatalytic activities, Nat. Catal, 2018, 1, 63, 72, DOI: 10.1038/s41929-017-0008-y",10.1038/s41929-017-0008-y,10.1038/s41929-017-0008-y,10.1038/s41929-017-0008-y
10.1021/ja00817a016,"Lovecchio, FV, Gore, ES, Busch, DH. Oxidation and reduction behavior of macrocyclic complexes of nickel. Electrochemical and electron spin resonance studies, J. Am. Chem. Soc, 1974, 96, 3109, 3118, DOI: 10.1021/ja00817a016",10.1021/ja00817a016,10.1021/ja00817a016,10.1021/ja00817a016
10.1016/0013-4686(82)80154-0,"van Baar, JF, van Veen, JAR, van der Eijk, JM, Peters, ThJ, de Wit, N. Electrochemical oxidation of carbon monoxide with carbon-supported group VIII metal chelates: mechanistic aspects, Electrochim. Acta, 1982, 27, 1315, 1319, DOI: 10.1016/0013-4686(82)80154-0",10.1016/0013-4686(82)80154-0,10.1016/0013-4686(82)80154-0,10.1016/0013-4686(82)80154-0
10.1039/p19740000976,"Ogawa, S, Yamaguchi, T, Gotoh, N. Preparation of a conjugated tautomer of 1,14:7,8-diethenotetrapyrido-[2,1,6-de:2′,1′,6′-gh:2″,1″,6″-kl:2‴,1‴,6‴na][1,3,5,8,10,12]hexa-azacyclotetradecine and its metal derivatives, J. Chem. Soc, Perkin Trans, 1974, 1, 976, 978, DOI: 10.1039/P19740000976",10.1039/p19740000976,10.1039/p19740000976,10.1039/p19740000976
10.1002/(sici)1521-3773(19990503)38:9<1255::aid-anie1255>3.0.co;2-t,"Cheng, C-C, Kuo, Y-N, Chuang, K-S, Luo, C-F, Wang, WJ. A new Co, II complex as a bulge-specific probe for, Dna. Angew. Chem. Int. Ed, 1999, 38, 1255, 1257, DOI: 10.1002/(SICI)1521-3773(19990503)38:9<1255:AID-ANIE1255>3.0.CO;2-T",10.1002/(sici)1521-3773(19990503)38:9<1255::aid-anie1255>3.0.co;2-t,10.1002/(sici)1521-3773(19990503)38:9<1255::aid-anie1255>3.0.co;2-t,10.1002/(sici)1521-3773(19990503)38:9<1255::aid-anie1255>3.0.co;2-t
10.1351/pac199365071521,"Costamagna, J. Precursors of aza-macrocycles: characterization of substituted phenanthrolines and related bases. Crystal and molecular structure of dichloro-d i-n-butyl(2,2′,6,6′-bipyrimidine)tin(iv), Pure Appl. Chem, 1993, 65, 1521, 1526, DOI: 10.1351/pac199365071521",10.1351/pac199365071521,10.1351/pac199365071521,10.1351/pac199365071521
10.1021/jacs.5b11015,"Kramm, UI. On an easy way to prepare metal–nitrogen doped carbon with exclusive presence of MeN, 4-type sites active for the ORR, J. Am. Chem. Soc, 2016, 138, 635, 640, DOI: 10.1021/jacs.5b11015, PMID: 26651534",10.1021/jacs.5b11015,10.1021/jacs.5b11015.s001,10.1021/jacs.5b11015
10.1039/p19770000214,"Ogawa, S. Preparation of macrocyclic compounds by thermal dimerization of 1,10-phenanthroline derivatives, J. Chem. Soc, Perkin Trans, 1977, 1, 214, 216, DOI: 10.1039/p19770000214",10.1039/p19770000214,10.1039/p19770000214,10.1039/p19770000214
,"White, A. D. Iron(III) Chloride-Dimethylformamide. In Encyclopedia of Reagents for Organic Synthesis, 10.1002/047084289X.ri058 (2001).",10.1002/047084289x,10.1002/047084289x.ri058,10.1002/047084289x.ri058
10.1021/ja00470a070,"Kastner, ME, Scheidt, WR, Mashiko, T, Reed, CA. Molecular structure of diaquo-ɑ,β,ɣ,δ-tetraphenylporphinatoiron(III) perchlorate and perchlorato-ɑ,β,ɣ,δ-tetraphenylporphinatoiron(III). Two new structural types for iron(III) porphyrins, J. Am. Chem. Soc, 1978, 100, 666, 667, DOI: 10.1021/ja00470a070",10.1021/ja00470a070,10.1021/ja00470a070,10.1021/ja00470a070
10.1021/ja00505a023,"Reed, CA. The missing heme spin state and a model for cytochrome c′. The mixed, S = 3/2, 5/2 intermediate spin ferric porphyrin: perchlorato(meso-tetraphenylporphinato)iron(III), J. Am. Chem. Soc, 1979, 101, 2948, 2958, DOI: 10.1021/ja00505a023",10.1021/ja00505a023,10.1021/ja00505a023,10.1021/ja00505a023
10.1021/ic50169a043,"Dolphin, DH, Sams, JR, Tsin, TBik. Intermediate-spin (, S = 3/2) porphyrinatoiron(III) complexes, Inorg. Chem, 1977, 16, 711, 713, DOI: 10.1021/ic50169a043",10.1021/ic50169a043,10.1021/ic50169a043,10.1021/ic50169a043
,"Sams, J. R. & Tsin, T. B. Mössbauer Spectroscopy of Iron Porphyrins. Porphyrins10.1016/B978-0-12-220104-2.50016-8 (1979).",10.1016/b978-0-12-220104-2.50016-8,10.1016/b978-0-12-220104-2.50016-8,10.1016/b978-0-12-220104-2.50016-8
10.1021/ic00105a019,"Cheng, B. An unusual near-eclipsed porphyrin ring orientation in two crystalline forms of (μ-oxo)bis[(octaethylporphinato)iron(III)]. Structural and molecular mechanics studies, Inorg. Chem, 1995, 34, 102, 110, DOI: 10.1021/ic00105a019",10.1021/ic00105a019,10.1021/ic00105a019,10.1021/ic00105a019
10.1002/chem.201502618,"Sinha, S, Aaron, MS, Blagojevic, J, Warren, JJ. Electrocatalytic dioxygen reduction by carbon electrodes noncovalently modified with iron porphyrin complexes: enhancements from a single proton relay, Chem. Eur. J, 2015, 21, 18072, 18075, DOI: 10.1002/chem.201502618, PMID: 26459272",10.1002/chem.201502618,10.1002/chem.201502618,10.1002/chem.201502618
10.1039/c7dt01174a,"Götz, R, Ly, HK, Wrzolek, P, Schwalbe, M, Weidinger, IM. Surface enhanced resonance Raman spectroscopy of iron Hangman complexes on electrodes during electrocatalytic oxygen reduction: advantages and problems of common drycast methods, Dalton Trans, 2017, 46, 13220, 13228, DOI: 10.1039/C7DT01174A, PMID: 28682383",10.1039/c7dt01174a,10.1039/c7dt01174a,10.1039/c7dt01174a
10.1021/ic00160a023,"Ercolani, C, Gardini, M, Monacelli, F, Pennesi, G, Rossi, G. Interaction of (phthalocyaninato)iron(II) with molecular oxygen: synthesis and characterization of two different crystalline forms of (mu-oxo)bis[(phthalocyaninato)iron(III)], Inorg. Chem, 1983, 22, 2584, 2589, DOI: 10.1021/ic00160a023",10.1021/ic00160a023,10.1021/ic00160a023,10.1021/ic00160a023
10.1021/ic00242a029,"Ercolani, C, Gardini, M, Murray, KS, Pennesi, G, Rossi, G. Crystalline isomerism in (mu-oxo)bis[(phthalocyaninato)iron(III)]: further characterization of the isomer having a linear or quasi-linear Fe-O-Fe bond system (mu-oxo(2)), Inorg. Chem, 1986, 25, 3972, 3976, DOI: 10.1021/ic00242a029",10.1021/ic00242a029,10.1021/ic00242a029,10.1021/ic00242a029
10.1002/anie.201804958,"Zhang, Z, Sun, J, Wang, F, Dai, L. Efficient oxygen reduction reaction (ORR) catalysts based on single iron atoms dispersed on a hierarchically structured porous carbon framework, Angew. Chem. Int. Ed, 2018, 57, 9038, 9043, DOI: 10.1002/anie.201804958",10.1002/anie.201804958,10.1002/anie.201804958,10.1002/anie.201804958
10.1021/ja504696r,"Lin, L, Zhu, Q, Xu, A-W. Noble-metal-free Fe–N/C catalyst for highly efficient oxygen reduction reaction under both alkaline and acidic conditions, J. Am. Chem. Soc, 2014, 136, 11027, 11033, DOI: 10.1021/ja504696r, PMID: 25058390",10.1021/ja504696r,10.1021/ja504696r,10.1021/ja504696r
10.1021/ic50164a003,"Karweik, DH, Winograd, N. Nitrogen charge distributions in free-base porphyrins, metalloporphyrins, and their reduced analogs observed by x-ray photoelectron spectroscopy, Inorg. Chem, 1976, 15, 2336, 2342, DOI: 10.1021/ic50164a003",10.1021/ic50164a003,10.1021/ic50164a003,10.1021/ic50164a003
10.1021/ic50197a010,"Lavallee, DK, Brace, J, Winograd, N. X-ray photoelectron spectra of N-methyltetraphenylporphyrins: evidence for a correlation of binding energies with metal-nitrogen bond distances, Inorg. Chem, 1979, 18, 1776, 1780, DOI: 10.1021/ic50197a010",10.1021/ic50197a010,10.1021/ic50197a010,10.1021/ic50197a010
10.1021/ja00535a052,"Muralidharan, S, Hayes, RG. Intense satellites in the N 1s X-ray photoelectron spectra of certain metalloporphyrins, J. Am. Chem. Soc, 1980, 102, 5106, 5107, DOI: 10.1021/ja00535a052",10.1021/ja00535a052,10.1021/ja00535a052,10.1021/ja00535a052
,"Nemykin, V. N. et al. Metal-free and transition-metal tetraferrocenylporphyrins part 1: synthesis, characterization, electronic structure, and conformational flexibility of neutral compounds. Dalton Trans. 4233–4246 (2008).",10.1039/b805156a,10.1039/b805156a,10.1039/b805156a
10.1039/c5qi00198f,"Jia, H, Sun, Z, Jiang, D, Yang, S, Du, P. An iron porphyrin-based conjugated network wrapped around carbon nanotubes as a noble-metal-free electrocatalyst for efficient oxygen reduction reaction, Inorg. Chem. Front, 2016, 3, 821, 827, DOI: 10.1039/C5QI00198F",10.1039/c5qi00198f,10.1039/c5qi00198f,10.1039/c5qi00198f
10.1063/1.440166,"Ouedraogo, GV, Benlian, D, Porte, L. X‐ray photoelectron spectroscopy of phthalocyanine compounds, J. Chem. Phys, 1980, 73, 642, DOI: 10.1063/1.440166",10.1063/1.440166,10.1063/1.440166,10.1063/1.440166
10.1063/1.2212404,"Åhlund, J. The electronic structure of iron phthalocyanine probed by photoelectron and x-ray absorption spectroscopies and density functional theory calculations, J. Chem. Phys, 2006, 125, 034709, DOI: 10.1063/1.2212404",10.1063/1.2212404,10.1063/1.2212404,10.1063/1.2212404
